,date_fichier,id,disruption_id,impact_id,period_begin,period_end,status,updated_at,tags,cause,category,severity.name,severity.effect,severity.color,severity.priority,messages_text,impacted_objects_pt_object_id,impacted_objects_pt_object_name
4748,2024-01-25 16:30:00,f0c65070-bb95-11ee-98b4-0a58a9feac02,d111d620-bb93-11ee-af31-0a58a9feac02,f0c65070-bb95-11ee-98b4-0a58a9feac02,2024-01-25 16:20:01,2024-01-25 16:21:01,past,2024-01-25 16:25:15,Actualité,perturbation,Incidents,perturbée,SIGNIFICANT_DELAYS,#EF662F,30,<p>Le trafic reprend mais reste perturbé sur l'ensemble de la ligne en raison d'un bagage oublié à Pont de Sèvres<br><a href='http://www.ratp.fr'>Plus d'informations sur le site ratp.fr</a></p>,line:IDFM:C01379,RATP Métro 9
4781,2024-01-25 16:30:00,f0c65070-bb95-11ee-98b4-0a58a9feac02,d111d620-bb93-11ee-af31-0a58a9feac02,f0c65070-bb95-11ee-98b4-0a58a9feac02,2024-01-25 16:20:01,2024-01-25 16:21:01,past,2024-01-25 16:25:15,"Actualité,Actualité",perturbation,Incidents,perturbée,SIGNIFICANT_DELAYS,#EF662F,30,Métro 9 : Bagage oublié - Reprise progressive / trafic reste perturbé,line:IDFM:C01379,RATP Métro 9
4993,2024-01-25 19:30:00,499a3f7a-bbac-11ee-98b4-0a58a9feac02,2b1a3214-bbaa-11ee-98b4-0a58a9feac02,499a3f7a-bbac-11ee-98b4-0a58a9feac02,2024-01-25 19:01:18,2024-01-25 19:02:18,past,2024-01-25 19:05:13,Actualité,perturbation,Incidents,perturbée,SIGNIFICANT_DELAYS,#EF662F,30,<p>Le trafic est perturbé sur l'ensemble de la ligne en raison d'un bagage oublié à Rue de la Pompe<br><a href='http://www.ratp.fr'>Plus d'informations sur le site ratp.fr</a></p>,line:IDFM:C01379,RATP Métro 9
5011,2024-01-25 19:30:00,499a3f7a-bbac-11ee-98b4-0a58a9feac02,2b1a3214-bbaa-11ee-98b4-0a58a9feac02,499a3f7a-bbac-11ee-98b4-0a58a9feac02,2024-01-25 19:01:18,2024-01-25 19:02:18,past,2024-01-25 19:05:13,"Actualité,Actualité",perturbation,Incidents,perturbée,SIGNIFICANT_DELAYS,#EF662F,30,Métro 9 : Bagage oublié - Trafic perturbé,line:IDFM:C01379,RATP Métro 9
9650,2024-04-25 11:30:00,916c380a-02e5-11ef-9935-0a58a9feac02,734fd882-02e4-11ef-9935-0a58a9feac02,916c380a-02e5-11ef-9935-0a58a9feac02,2024-04-25 11:19:17,2024-04-25 11:20:17,past,2024-04-25 11:24:08,Actualité,perturbation,Incidents,perturbée,SIGNIFICANT_DELAYS,#EF662F,30,<p>Le trafic est perturbé sur l'ensemble de la ligne en raison de mesures de régulation.<br><a href='http://www.ratp.fr'>Plus d'informations sur le site ratp.fr</a></p>,line:IDFM:C01379,RATP Métro 9
9698,2024-04-25 11:30:00,916c380a-02e5-11ef-9935-0a58a9feac02,734fd882-02e4-11ef-9935-0a58a9feac02,916c380a-02e5-11ef-9935-0a58a9feac02,2024-04-25 11:19:17,2024-04-25 11:20:17,past,2024-04-25 11:24:08,"Actualité,Actualité",perturbation,Incidents,perturbée,SIGNIFICANT_DELAYS,#EF662F,30,Métro 9 : Mesures de régulation - Trafic perturbé,line:IDFM:C01379,RATP Métro 9
13839,2024-04-26 22:00:00,77dd6946-0406-11ef-bdfc-0a58a9feac02,77c90b18-0406-11ef-bdfc-0a58a9feac02,77dd6946-0406-11ef-bdfc-0a58a9feac02,2024-04-26 21:49:31,2024-04-27 05:15:00,active,2024-04-26 21:52:09,Actualité,perturbation,Incidents,perturbée,SIGNIFICANT_DELAYS,#EF662F,30,<p>Le trafic est perturbé sur l'ensemble de la ligne en raison de divers incidents.<br><a href='http://www.ratp.fr'>Plus d'informations sur le site ratp.fr</a></p>,line:IDFM:C01379,RATP Métro 9
13859,2024-04-26 22:00:00,77dd6946-0406-11ef-bdfc-0a58a9feac02,77c90b18-0406-11ef-bdfc-0a58a9feac02,77dd6946-0406-11ef-bdfc-0a58a9feac02,2024-04-26 21:49:31,2024-04-27 05:15:00,active,2024-04-26 21:52:09,"Actualité,Actualité",perturbation,Incidents,perturbée,SIGNIFICANT_DELAYS,#EF662F,30,Métro 9 : Divers incidents - Trafic perturbé,line:IDFM:C01379,RATP Métro 9
13900,2024-04-26 22:30:00,7f0ca4d2-0408-11ef-bdfc-0a58a9feac02,77c90b18-0406-11ef-bdfc-0a58a9feac02,7f0ca4d2-0408-11ef-bdfc-0a58a9feac02,2024-04-26 22:02:24,2024-04-26 22:03:24,past,2024-04-26 22:06:41,Actualité,perturbation,Incidents,perturbée,SIGNIFICANT_DELAYS,#EF662F,30,<p>Le trafic est perturbé sur l'ensemble de la ligne en raison de divers incidents.<br><a href='http://www.ratp.fr'>Plus d'informations sur le site ratp.fr</a></p>,line:IDFM:C01379,RATP Métro 9
13959,2024-04-26 22:30:00,7f0ca4d2-0408-11ef-bdfc-0a58a9feac02,77c90b18-0406-11ef-bdfc-0a58a9feac02,7f0ca4d2-0408-11ef-bdfc-0a58a9feac02,2024-04-26 22:02:24,2024-04-26 22:03:24,past,2024-04-26 22:06:41,"Actualité,Actualité",perturbation,Incidents,perturbée,SIGNIFICANT_DELAYS,#EF662F,30,Métro 9 : Divers incidents - Trafic perturbé,line:IDFM:C01379,RATP Métro 9
15588,2024-04-27 17:00:00,804c115c-04a3-11ef-a614-0a58a9feac02,80499170-04a3-11ef-a614-0a58a9feac02,804c115c-04a3-11ef-a614-0a58a9feac02,2024-04-27 16:32:25,2024-04-27 17:18:25,active,2024-04-27 16:36:15,Actualité,perturbation,Incidents,perturbée,SIGNIFICANT_DELAYS,#EF662F,30,<p>Un train stationne en direction de Mairie de Montreuil en raison de l'intervention des forces de l'ordre à Franklin D. Roosevelt.<br><a href='http://www.ratp.fr'>Plus d'informations sur le site ratp.fr</a></p>,line:IDFM:C01379,RATP Métro 9
15606,2024-04-27 17:00:00,804c115c-04a3-11ef-a614-0a58a9feac02,80499170-04a3-11ef-a614-0a58a9feac02,804c115c-04a3-11ef-a614-0a58a9feac02,2024-04-27 16:32:25,2024-04-27 17:18:25,active,2024-04-27 16:36:15,"Actualité,Actualité",perturbation,Incidents,perturbée,SIGNIFICANT_DELAYS,#EF662F,30,Métro 9 : Intervention des forces de l'ordre - Train stationne,line:IDFM:C01379,RATP Métro 9
17091,2024-04-28 14:00:00,96bdd304-0556-11ef-bdfc-0a58a9feac02,3f9ac454-0553-11ef-bcf2-0a58a9feac02,96bdd304-0556-11ef-bdfc-0a58a9feac02,2024-04-28 13:55:00,2024-04-29 05:15:00,active,2024-04-28 13:58:12,"Actualité,Actualité",perturbation,Incidents,bloquante,NO_SERVICE,#FF0000,0,<p>Le trafic est interrompu entre Mairie de Montreuil et Porte de Montreuil en raison d'un incident technique à Croix de Chavaux . <br>Heure de reprise estimée : 14:45.<br>Nous vous invitons à emprunter des itinéraires alternatifs et à vous rapprocher de nos agents.<br><a href='http://www.ratp.fr'>Plus d'informations sur le site ratp.fr</a></p>,line:IDFM:C01379,RATP Métro 9
17228,2024-04-28 14:00:00,96bdd304-0556-11ef-bdfc-0a58a9feac02,3f9ac454-0553-11ef-bcf2-0a58a9feac02,96bdd304-0556-11ef-bdfc-0a58a9feac02,2024-04-28 13:55:00,2024-04-29 05:15:00,active,2024-04-28 13:58:12,"Actualité,Actualité,Actualité,Actualité",perturbation,Incidents,bloquante,NO_SERVICE,#FF0000,0,Métro 9 : Incident technique - Trafic interrompu,line:IDFM:C01379,RATP Métro 9
17326,2024-04-28 14:30:00,7e47121e-055a-11ef-bdfc-0a58a9feac02,3f9ac454-0553-11ef-bcf2-0a58a9feac02,7e47121e-055a-11ef-bdfc-0a58a9feac02,2024-04-28 14:23:00,2024-04-29 05:15:00,active,2024-04-28 14:26:09,Actualité,perturbation,Incidents,perturbée,SIGNIFICANT_DELAYS,#EF662F,30,<p>Le trafic est perturbé sur l'ensemble de la ligne en raison d'un incident technique à Croix de Chavaux.<br><a href='http://www.ratp.fr'>Plus d'informations sur le site ratp.fr</a></p>,line:IDFM:C01379,RATP Métro 9
17467,2024-04-28 14:30:00,7e47121e-055a-11ef-bdfc-0a58a9feac02,3f9ac454-0553-11ef-bcf2-0a58a9feac02,7e47121e-055a-11ef-bdfc-0a58a9feac02,2024-04-28 14:23:00,2024-04-29 05:15:00,active,2024-04-28 14:26:09,"Actualité,Actualité",perturbation,Incidents,perturbée,SIGNIFICANT_DELAYS,#EF662F,30,Métro 9 : Incident technique - Trafic perturbé,line:IDFM:C01379,RATP Métro 9
17608,2024-04-28 15:00:00,491f0224-055d-11ef-bcf2-0a58a9feac02,3f9ac454-0553-11ef-bcf2-0a58a9feac02,491f0224-055d-11ef-bcf2-0a58a9feac02,2024-04-28 14:41:35,2024-04-28 14:42:35,past,2024-04-28 14:46:08,Actualité,perturbation,Incidents,perturbée,SIGNIFICANT_DELAYS,#EF662F,30,<p>Le trafic reprend progressivement sur l'ensemble de la ligne en répercussion d'un incident technique à Croix de Chavaux.<br><a href='http://www.ratp.fr'>Plus d'informations sur le site ratp.fr</a></p>,line:IDFM:C01379,RATP Métro 9
17675,2024-04-28 15:00:00,491f0224-055d-11ef-bcf2-0a58a9feac02,3f9ac454-0553-11ef-bcf2-0a58a9feac02,491f0224-055d-11ef-bcf2-0a58a9feac02,2024-04-28 14:41:35,2024-04-28 14:42:35,past,2024-04-28 14:46:08,"Actualité,Actualité",perturbation,Incidents,perturbée,SIGNIFICANT_DELAYS,#EF662F,30,Métro 9 : Incident technique - Reprise progressive,line:IDFM:C01379,RATP Métro 9
22460,2024-04-30 10:00:00,293b4ea2-06c7-11ef-bdfc-0a58a9feac02,293958a4-06c7-11ef-bdfc-0a58a9feac02,293b4ea2-06c7-11ef-bdfc-0a58a9feac02,2024-04-30 09:52:00,2024-05-01 05:15:00,active,2024-04-30 09:56:33,Actualité,perturbation,Incidents,perturbée,SIGNIFICANT_DELAYS,#EF662F,30,<p>Le trafic est perturbé sur l'ensemble de la ligne en raison d'un bagage oublié à Franklin D. Roosevelt.<br><a href='http://www.ratp.fr'>Plus d'informations sur le site ratp.fr</a></p>,line:IDFM:C01379,RATP Métro 9
22487,2024-04-30 10:00:00,293b4ea2-06c7-11ef-bdfc-0a58a9feac02,293958a4-06c7-11ef-bdfc-0a58a9feac02,293b4ea2-06c7-11ef-bdfc-0a58a9feac02,2024-04-30 09:52:00,2024-05-01 05:15:00,active,2024-04-30 09:56:33,"Actualité,Actualité",perturbation,Incidents,perturbée,SIGNIFICANT_DELAYS,#EF662F,30,Métro 9 : Bagage oublié - Trafic perturbé,line:IDFM:C01379,RATP Métro 9
22527,2024-04-30 11:00:00,41336ab6-06cd-11ef-bdfc-0a58a9feac02,293958a4-06c7-11ef-bdfc-0a58a9feac02,41336ab6-06cd-11ef-bdfc-0a58a9feac02,2024-04-30 10:36:23,2024-04-30 10:37:23,past,2024-04-30 10:40:10,Actualité,perturbation,Incidents,perturbée,SIGNIFICANT_DELAYS,#EF662F,30,<p>Le trafic reprend mais reste perturbé sur l'ensemble de la ligne en répercussion d'un bagage oublié à Franklin D. Roosevelt.<br><a href='http://www.ratp.fr'>Plus d'informations sur le site ratp.fr</a></p>,line:IDFM:C01379,RATP Métro 9
22537,2024-04-30 11:00:00,41336ab6-06cd-11ef-bdfc-0a58a9feac02,293958a4-06c7-11ef-bdfc-0a58a9feac02,41336ab6-06cd-11ef-bdfc-0a58a9feac02,2024-04-30 10:36:23,2024-04-30 10:37:23,past,2024-04-30 10:40:10,"Actualité,Actualité",perturbation,Incidents,perturbée,SIGNIFICANT_DELAYS,#EF662F,30,Métro 9 : Bagage oublié - Reprise progressive / trafic reste perturbé,line:IDFM:C01379,RATP Métro 9
23837,2024-04-30 19:30:00,6077bfce-0715-11ef-bcf2-0a58a9feac02,cb95ac2c-0714-11ef-bcf2-0a58a9feac02,6077bfce-0715-11ef-bcf2-0a58a9feac02,2024-04-30 19:11:13,2024-04-30 19:12:13,past,2024-04-30 19:16:26,Actualité,perturbation,Incidents,perturbée,SIGNIFICANT_DELAYS,#EF662F,30,<p>Le trafic est perturbé sur l'ensemble de la ligne en raison de l'actionnement d'un signal d'alarme à Saint-Philippe du Roule.<br><a href='http://www.ratp.fr'>Plus d'informations sur le site ratp.fr</a></p>,line:IDFM:C01379,RATP Métro 9
23861,2024-04-30 19:30:00,6077bfce-0715-11ef-bcf2-0a58a9feac02,cb95ac2c-0714-11ef-bcf2-0a58a9feac02,6077bfce-0715-11ef-bcf2-0a58a9feac02,2024-04-30 19:11:13,2024-04-30 19:12:13,past,2024-04-30 19:16:26,"Actualité,Actualité",perturbation,Incidents,perturbée,SIGNIFICANT_DELAYS,#EF662F,30,Métro 9 : Actionnement d'un signal d'alarme - Trafic perturbé,line:IDFM:C01379,RATP Métro 9
23881,2024-04-30 20:00:00,ee6109bc-071a-11ef-a614-0a58a9feac02,5bd1282a-071a-11ef-bcf2-0a58a9feac02,ee6109bc-071a-11ef-a614-0a58a9feac02,2024-04-30 19:53:00,2024-05-01 05:15:00,active,2024-04-30 19:56:12,"Actualité,Actualité",perturbation,Incidents,bloquante,NO_SERVICE,#FF0000,0,<p>Le trafic est interrompu entre Pont de Sèvres et Porte de Saint-Cloud en raison d'un bagage oublié à Pont de Sèvres . <br>Heure de reprise estimée : 20:45.<br>Nous vous invitons à emprunter des itinéraires alternatifs et à vous rapprocher de nos agents.<br><a href='http://www.ratp.fr'>Plus d'informations sur le site ratp.fr</a></p>,line:IDFM:C01379,RATP Métro 9
24008,2024-04-30 20:00:00,ee6109bc-071a-11ef-a614-0a58a9feac02,5bd1282a-071a-11ef-bcf2-0a58a9feac02,ee6109bc-071a-11ef-a614-0a58a9feac02,2024-04-30 19:53:00,2024-05-01 05:15:00,active,2024-04-30 19:56:12,"Actualité,Actualité,Actualité,Actualité",perturbation,Incidents,bloquante,NO_SERVICE,#FF0000,0,Métro 9 : Bagage oublié - Trafic interrompu,line:IDFM:C01379,RATP Métro 9
24184,2024-04-30 21:00:00,5bd4d64e-0721-11ef-8953-0a58a9feac02,5bd1282a-071a-11ef-bcf2-0a58a9feac02,5bd4d64e-0721-11ef-8953-0a58a9feac02,2024-04-30 20:40:00,2024-05-01 05:15:00,active,2024-04-30 20:42:12,"Actualité,Actualité",perturbation,Incidents,bloquante,NO_SERVICE,#FF0000,0,<p>Le trafic est interrompu entre Pont de Sèvres et Porte de Saint-Cloud en raison d'un bagage oublié à Pont de Sèvres . <br>Heure de reprise estimée : 21:20.<br>Nous vous invitons à emprunter des itinéraires alternatifs et à vous rapprocher de nos agents.<br><a href='http://www.ratp.fr'>Plus d'informations sur le site ratp.fr</a></p>,line:IDFM:C01379,RATP Métro 9
24226,2024-04-30 21:00:00,5bd4d64e-0721-11ef-8953-0a58a9feac02,5bd1282a-071a-11ef-bcf2-0a58a9feac02,5bd4d64e-0721-11ef-8953-0a58a9feac02,2024-04-30 20:40:00,2024-05-01 05:15:00,active,2024-04-30 20:42:12,"Actualité,Actualité,Actualité,Actualité",perturbation,Incidents,bloquante,NO_SERVICE,#FF0000,0,Métro 9 : Bagage oublié - Trafic interrompu,line:IDFM:C01379,RATP Métro 9
24232,2024-04-30 21:30:00,1f3d53b4-0726-11ef-bcf2-0a58a9feac02,5bd1282a-071a-11ef-bcf2-0a58a9feac02,1f3d53b4-0726-11ef-bcf2-0a58a9feac02,2024-04-30 21:12:19,2024-04-30 21:13:19,past,2024-04-30 21:16:18,Actualité,perturbation,Incidents,perturbée,SIGNIFICANT_DELAYS,#EF662F,30,<p>Le trafic reprend mais reste perturbé sur l'ensemble de la ligne en répercussion d'un bagage oublié à Pont de Sèvres.<br><a href='http://www.ratp.fr'>Plus d'informations sur le site ratp.fr</a></p>,line:IDFM:C01379,RATP Métro 9
24246,2024-04-30 21:30:00,1f3d53b4-0726-11ef-bcf2-0a58a9feac02,5bd1282a-071a-11ef-bcf2-0a58a9feac02,1f3d53b4-0726-11ef-bcf2-0a58a9feac02,2024-04-30 21:12:19,2024-04-30 21:13:19,past,2024-04-30 21:16:18,"Actualité,Actualité",perturbation,Incidents,perturbée,SIGNIFICANT_DELAYS,#EF662F,30,Métro 9 : Bagage oublié - Reprise progressive / trafic reste perturbé,line:IDFM:C01379,RATP Métro 9
24249,2024-04-30 22:30:00,7d572b0c-072e-11ef-bcf2-0a58a9feac02,d826391c-072c-11ef-bcf2-0a58a9feac02,7d572b0c-072e-11ef-bcf2-0a58a9feac02,2024-04-30 22:10:39,2024-04-30 22:11:39,past,2024-04-30 22:16:12,Actualité,perturbation,Incidents,perturbée,SIGNIFICANT_DELAYS,#EF662F,30,<p>Le trafic reprend mais reste perturbé sur l'ensemble de la ligne en répercussion de personnes sur les voies à Porte de Montreuil.<br><a href='http://www.ratp.fr'>Plus d'informations sur le site ratp.fr</a></p>,line:IDFM:C01379,RATP Métro 9
24261,2024-04-30 22:30:00,7d572b0c-072e-11ef-bcf2-0a58a9feac02,d826391c-072c-11ef-bcf2-0a58a9feac02,7d572b0c-072e-11ef-bcf2-0a58a9feac02,2024-04-30 22:10:39,2024-04-30 22:11:39,past,2024-04-30 22:16:12,"Actualité,Actualité",perturbation,Incidents,perturbée,SIGNIFICANT_DELAYS,#EF662F,30,Métro 9 : Personnes sur les voies - Reprise progressive / trafic reste perturbé,line:IDFM:C01379,RATP Métro 9
24891,2024-05-01 19:30:00,56eb3132-07df-11ef-9935-0a58a9feac02,7f921a7a-07de-11ef-bcf2-0a58a9feac02,56eb3132-07df-11ef-9935-0a58a9feac02,2024-05-01 19:18:56,2024-05-01 19:19:56,past,2024-05-01 19:22:08,Actualité,perturbation,Incidents,perturbée,SIGNIFICANT_DELAYS,#EF662F,30,<p>Le trafic est perturbé sur l'ensemble de la ligne en raison de personnes sur les voies.<br><a href='http://www.ratp.fr'>Plus d'informations sur le site ratp.fr</a></p>,line:IDFM:C01379,RATP Métro 9
24915,2024-05-01 19:30:00,56eb3132-07df-11ef-9935-0a58a9feac02,7f921a7a-07de-11ef-bcf2-0a58a9feac02,56eb3132-07df-11ef-9935-0a58a9feac02,2024-05-01 19:18:56,2024-05-01 19:19:56,past,2024-05-01 19:22:08,"Actualité,Actualité",perturbation,Incidents,perturbée,SIGNIFICANT_DELAYS,#EF662F,30,Métro 9 : Personnes sur les voies - Trafic perturbé,line:IDFM:C01379,RATP Métro 9
26420,2024-05-02 15:00:00,5a1c4d9c-0883-11ef-a614-0a58a9feac02,afc863a4-0881-11ef-8953-0a58a9feac02,5a1c4d9c-0883-11ef-a614-0a58a9feac02,2024-05-02 14:51:10,2024-05-02 14:52:10,past,2024-05-02 14:56:14,Actualité,perturbation,Incidents,perturbée,SIGNIFICANT_DELAYS,#EF662F,30,<p>Le trafic est perturbé sur l'ensemble de la ligne en raison de personnes sur les voies à Robespierre.<br><a href='http://www.ratp.fr'>Plus d'informations sur le site ratp.fr</a></p>,line:IDFM:C01379,RATP Métro 9
26445,2024-05-02 15:00:00,5a1c4d9c-0883-11ef-a614-0a58a9feac02,afc863a4-0881-11ef-8953-0a58a9feac02,5a1c4d9c-0883-11ef-a614-0a58a9feac02,2024-05-02 14:51:10,2024-05-02 14:52:10,past,2024-05-02 14:56:14,"Actualité,Actualité",perturbation,Incidents,perturbée,SIGNIFICANT_DELAYS,#EF662F,30,Métro 9 : Personnes sur les voies - Trafic perturbé,line:IDFM:C01379,RATP Métro 9
26881,2024-05-02 18:00:00,7dd52d4e-089c-11ef-bcf2-0a58a9feac02,7dd2dc6a-089c-11ef-bcf2-0a58a9feac02,7dd52d4e-089c-11ef-bcf2-0a58a9feac02,2024-05-02 17:52:52,2024-05-03 05:15:00,active,2024-05-02 17:56:09,Actualité,perturbation,Incidents,perturbée,SIGNIFICANT_DELAYS,#EF662F,30,<p>Le trafic est perturbé en direction de Mairie de Montreuil en raison d'un incident d'exploitation.<br><a href='http://www.ratp.fr'>Plus d'informations sur le site ratp.fr</a></p>,line:IDFM:C01379,RATP Métro 9
26906,2024-05-02 18:00:00,7dd52d4e-089c-11ef-bcf2-0a58a9feac02,7dd2dc6a-089c-11ef-bcf2-0a58a9feac02,7dd52d4e-089c-11ef-bcf2-0a58a9feac02,2024-05-02 17:52:52,2024-05-03 05:15:00,active,2024-05-02 17:56:09,"Actualité,Actualité",perturbation,Incidents,perturbée,SIGNIFICANT_DELAYS,#EF662F,30,Métro 9 : Incident d'exploitation - Trafic perturbé,line:IDFM:C01379,RATP Métro 9
26933,2024-05-02 19:00:00,c7de437e-08a3-11ef-bcf2-0a58a9feac02,7dd2dc6a-089c-11ef-bcf2-0a58a9feac02,c7de437e-08a3-11ef-bcf2-0a58a9feac02,2024-05-02 18:44:33,2024-05-02 18:45:33,past,2024-05-02 18:48:19,Actualité,perturbation,Incidents,perturbée,SIGNIFICANT_DELAYS,#EF662F,30,<p>Le trafic est perturbé sur l'ensemble de la ligne en raison d'un incident d'exploitation.<br><a href='http://www.ratp.fr'>Plus d'informations sur le site ratp.fr</a></p>,line:IDFM:C01379,RATP Métro 9
26946,2024-05-02 19:00:00,c7de437e-08a3-11ef-bcf2-0a58a9feac02,7dd2dc6a-089c-11ef-bcf2-0a58a9feac02,c7de437e-08a3-11ef-bcf2-0a58a9feac02,2024-05-02 18:44:33,2024-05-02 18:45:33,past,2024-05-02 18:48:19,"Actualité,Actualité",perturbation,Incidents,perturbée,SIGNIFICANT_DELAYS,#EF662F,30,Métro 9 : Incident d'exploitation - Trafic perturbé,line:IDFM:C01379,RATP Métro 9
